Tweet,ID
"""Employees are potentially exposed to health hazards associated with COVID-19. It was reported that the employer has not implemented precautions such as but not limited to social distancing, PPE or training workers about the hazards of COVID-19 when three positive cases in the facility were confirmed. It was further reported between cases the facility was not cleaned and actions communicated with employees. Contrary to Section 5(a)(1) of the OSH Act, 29 CFR 1910.132, and 29 CFR 1910.134."" - Freelance Enterprises, LLC in Denver, CO",C-1593692
"""1.  Employees are potentially exposed to health hazards associated with COVID-19. It was reported that employees are signing in using the same pen and paper without properly disinfecting between uses.  Contrary to Section 5(a)(1) of the OSH Act."" - UNIVERSAL FOREST PRODUCTS in Windsor, CO",C-1595664
"""1. Employees are potentially exposed to health hazards associated with COVID-19. It was reported that during a staff meeting with approximately 40 employees, employees were instructed to remove their masks while not maintaining social distancing. Contrary to Section 5(a)(1) of the OSH Act."" - The Melting Pot Restaurant in Fort Collins, CO",C-1597063
"""1. Employees potentially exposed to COVID-19 in that proper personal protective equipment is not being provided or allowed to be worn."" - GENERAL STEEL, INC. in Littleton, CO",C-1584076
"""1. Employees are potentially exposed to struck-by hazards in that forklifts are being driven in an unsafe manner. Contrary to Section 5(a)(1)of the OSH Act.2. Employees are potentially exposed to explosion and fire hazards in that employees smoke adjacent to oxygen tanks and no placards/signs are available. Contrary to 29 CFR 1910.104.3. Employees are potentially exposed to electrical hazards in that industrial equipment such as but not limited to band saws are not being used as listed and labeled in that they are not plugged in directly to a power source. Contrary to 29 CFR 1910.303.4. Employees are potentially exposed to hazardous fumes from the Laser/Water Jet room in that no ventilation has been provided. Contrary to 29 CFR 1910.1000."" - Automotive Transmission Specialist Inc. in Arvada, CO",C-1586678
"""Employees such as but not limited to surgical technicians have not been provided the proper personal protective equipment such as but not limited to respiratory protection when working with patients that are exhibiting respiratory illness symptoms or have contacted the coronavirus.The employer has not provided employees with a copy of their plan in regards to the coronavirus outbreak."" - Crown Point Surgery Center in Parker, CO",C-1587708
"""1) Supervisors and employees are not enforcing the use of facemasks and social distancing. Contrary to Section 5(a)(1)."" - USPS in Highlands, CO",C-1592329
"""1. Employees have been exposed to health hazards in relations to COVID-19 due to the lack of PPE such as face masks and gloves.2. There are employees who have been traveling to countries (China, Philippines, India) and coming back sick. Other Postal Service are being exposed because there is no thermometer available to monitor body temperatures of sick employees. 3. Employees have been exposed to health hazards associated with COVID-19 because the shared equipment and surfaces have not been disinfected."" - US Postal Service in Oakland, CA",C-1585240
"""The ventilation system is 90% recirculated air throughout the facility and employees who are returning to work may potentially be exposed to Covid-19.  Improvements to the ventilation system have not been made and the filters have not been changed in many years."" - Cher-Ae Heights Bingo and in Trinidad, CA",C-1591502
"""1.   ?5199 Aerosol Transmissible Diseases. Failure to properly screen, identify and isolate suspected patients infected with COVID-19 Virus. 2.   5199 Aerosol Transmissible Diseases. Failure to adopt CDC & CDPH Guidelines while working around suspected and COVID-19 patients. 3.   5199 Aerosol Transmissible Diseases. Failure to perform quantitative or qualitative fit testing in accordance with the procedures outlined in Appendix A of Section 5144, Respiratory Protection.4.   ?5199 Aerosol Transmissible Diseases. Failure to provide employee training and information on:?   Signs and symptoms of 2019-nCoV.?   Modes of transmission of 2019-nCoV.?   Tasks and activities that may expose the employee to 2019-nCoV.?   Use and limitations of controls to reduce exposure to 2019-nCoV including appropriate engineering and work practice controls, and personal and respiratory protective equipment."" - Kaiser Permanente in San Jose, CA",C-1549315
"""?5199 Aerosol Transmissible Diseases. Failure to use airborne isolation infection precautions for a suspected COVID-19 case by down grading the airborne precautions for a novel virus as described in Appendix A to droplet precautions.?5199 Aerosol Transmissible Diseases. Failure to provide employee training and information on:Signs and symptoms of 2019-nCoV.Modes of transmission of 2019-nCoV.Tasks and activities that may expose the employee to 2019-nCoV.Use and limitations of controls to reduce exposure to 2019-nCoV including appropriate engineering and work practice controls, and personal and respiratory protective equipment.?5199 Aerosol Transmissible Diseases. Failure to communicate with employees about suspected and confirmed COVID-19 cases.?5199 Aerosol Transmissible Diseases. Failure to provide COVID-19 written exposure control procedures to employees.?5199 Aerosol Transmissible Diseases. Failure to implement screening and isolation procedures for suspected COVID-19 cases.?5199 Aerosol Transmissible Diseases. Failure to provide necessary personal protective equipment to employees who may provide care to suspected COVID-19 cases with as prescribed for novel viruses in Appendix A and section 5199(g)."" - Kaiser Permanente in Fremont, CA",C-1554001
